gene,t,p,fdr,eff_flag,eff_rest
ACRBP,0.03504352226521356,0.9720509834567485,0.9954197491315271,0.11702937,0.12569465
ACRV1,-1.2593255453315033,0.20816266063963507,0.762141901753087,0.33983302,0.35017118
ACSBG1,-1.2167614535898577,0.22393912555522183,0.7779807583837554,0.19727473,0.2024543
ACSBG2,0.6240815732311377,0.5326950541707709,0.9062512215782617,0.16584939,0.16261044
ACSF2,-0.7297063211611143,0.4657150333952414,0.8840778416679788,-0.005869896,-0.008347875
ACSF3,1.8403715492119586,0.06596554995386511,0.5894643425089211,0.24354336,0.24141768
ACSL1,1.9299299303575324,0.05385579428812932,0.5582185301440695,0.1897659,0.16006263
ACSL3,1.0189992219480861,0.3084129193633664,0.81672557981194,-0.17429373,-0.20308293
ACSL4,1.1595694360245306,0.24645952735183263,0.7894682136851677,0.14040892,0.087465614
ACSL5,-0.19155928715010448,0.8481205042310611,0.9817029685105036,0.21414383,0.20562704
ACSL6,-0.3679563219464985,0.7129720189046259,0.956671876615759,0.10973348,0.11187751
ACSM1,0.164071951742198,0.8697026954571357,0.9847175859800366,0.18009138,0.16843787
ACSM2A,0.5743925514242199,0.5658120435152642,0.9168178561475773,0.2402948,0.22774069
ACSM2B,-0.6181927640630399,0.5365679825617323,0.9069726612105684,0.3033807,0.3009656
ACSM3,0.9705460684029036,0.33197394326991686,0.8295832110227412,0.1159818,0.12140689
ACSM4,-1.9833742557227523,0.04755791909298488,0.5473886948522377,0.19963047,0.21253535
ACSM5,0.12759366336894992,0.8984923599452702,0.9863989659686276,0.19134226,0.18500754
ACSM6,0.5064778653727015,0.6126161630663447,0.9315650944404457,0.16882941,0.1737414
ACSS1,-0.5033584312600662,0.6148065575043047,0.932593713916647,0.2329971,0.22953543
ACSS2,-3.5684094639446235,0.0003736176746030513,0.14730870485253497,0.28126177,0.30877173
ACSS3,-1.3754001743343611,0.16926934443314226,0.7314635474118248,0.16952258,0.17424938
ACTA1,0.932982190031798,0.351020672748999,0.8347642417819267,0.032982975,0.0049905735
ACTA2,-0.45439131727124576,0.6496310558845654,0.9390341517523316,0.19921453,0.21336594
ACTB,-2.556775490446285,0.010689441954226006,0.39234628407769984,-0.78084993,-0.59562474
ACTBL2,-0.1418022163627538,0.8872605211833918,0.9863989659686276,0.17281984,0.16855074
ACTC1,-1.0854606229697679,0.27794015098447317,0.8057636931074447,0.13602202,0.1644173
ACTG1,-1.8792399503603363,0.06045886269869926,0.576615123350281,-0.7158999,-0.6224369
ACTG2,0.48265958453879826,0.6294272938968706,0.9354304563740357,0.18177688,0.17754921
ACTL10,-0.648423850725477,0.5168374360734272,0.900904386029224,0.24737814,0.24855538
ACTL6A,0.7698091858309635,0.4415676887468906,0.8745928644900203,-1.3886948,-1.4465523
ACTL6B,0.3493268103944418,0.7269065131862483,0.9600906096709848,0.15487972,0.16693573
ACTL7A,-0.548548617194591,0.5834193760074505,0.922884689915628,0.0016510192,0.018652806
ACTL7B,-1.1609674701200092,0.24589073246359497,0.7889313036208734,0.21849094,0.22971547
ACTL8,-1.1897540079178601,0.23438323152217927,0.7823794116418727,0.13460891,0.14496583
ACTL9,-0.8939777445209861,0.37151671407251224,0.8454844844586397,0.1252756,0.123276286
